target
51

31
31
31
31

51

31
31
31
31
31
61

33
29
36
23
31
80

34
36
23
28
37
71

51
35
37
42
28
49

43
46
34
34

55

39
40
32
28
32
44

42
38
35
40
35


38
43
36
39

42

40
33
37
27
30
37

40
25
34

35
48

35
33
40
27
30
41

31
32
31
37
27
40

36
37
44
34
46
59

44
42
43
28
35
56

23
37
29
46
33
55

35

25
29
42
58



26
32
41
47

37
40
29
26
29
52

33
24
28
21
35
40

30
39
35
37
28
57

30
33
29
27
33
59

33
28
37
31
45
62


32
43
37
51
59

40
43
32
31
37
61

45
34
37
36
45
53




28
44
64

31
40
22
42
36
60

40

26
37
48
53


30
39
32
47
62

47
30
35
37
37
65

37
29
28
37
46
62

44
34
27
35

35

33
30
37
35
30
58

29
36

42
29
54

38
34
39
38
52
70

22
31
39
35
52
68

28
35
23
38
42
65

34
39
36
41
55
55

41
41
38
38
42
45

20
21
51
35
52
68

46
42
49

29
60

30
38
43
43
47
59

41
38
48
39
52
57

30
25
39
44
39
48

24
38
38
38
46
61

37
37
29
30
35
53

32
36
45
25
28
64

40
37
40
36
50
58

50
49
31
30
33
55

29
28
35
38
26
51

40
38
30
38
32
86

38
33
41
42
34


38
27
44
36
35
73

24
32
55
47
48
50

41
27
36
29
48

70
39
26
43
40
39
73

36
43
45
34
32


42
43
46
38
30
66

38
42
33
42
39
61

42
40
45
42
39


37
129
50
37
51
82

46
31
44
41
25
56

26
39
37
35
39
63

32
30
46
35
38
72

36
35
50
61
44
58

42
31
41
40
44
75

33
37
50
35
59
63

43
52

42
53
63

48
54


38
47

45
53
49
46
51
71

43
40
54
49
46
66

39
51
48
39
64
67

32
32
42
38
30
59

37
39
40
38
43
73

36

47
32
44
66

32
29
30
48
38
70




49
38
57

56
42
39
39
46
71

43
38
43
27
41
52

43
44
40

25
23



































































































16
25
35
50
67
82

52
46
59
59
62
66

52
49
41
60
54
56

42
51
60
49
56
62

63
69
53
61
60
66

68
63
59
64
58
61

69
56
62
67
59
68

59
68
54
62
69
63

67
63
64
69
77
65

65
