target
16
25
35
50
67
82

52
46
59
59
62
66

52
49
41
60
54
56

42
51
60
49
56
62

63
69
53
61
60
66

68
63
59
64
58
61

69
56
62
67
59
68

59
68
54
62
69
63

67
63
64
69
77
65

65






























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































